onset	duration	miniblock_number	category	subcategory	stim_file
8.773407898843288e-05	0.4417426580330357	1	places	house	house/house-55.jpg
0.5581786150578409	0.43718657491263	1	places	house	house/house-77.jpg
1.1108823510585353	0.43269633094314486	1	places	house	house/house-4.jpg
1.6595660330494866	0.4437434400897473	1	places	house	house/house-109.jpg
2.220087886089459	0.4335761610418558	1	places	house	house/house-118.jpg
2.7701892100740224	0.43372545507736504	1	places	house	house/house-128.jpg
3.320347846020013	0.4338842920260504	1	places	house	house/house-41.jpg
3.8708927700063214	0.43373494199477136	1	places	house	house/house-57.jpg
4.420888773049228	0.433816869975999	1	places	house	house/house-15.jpg
4.971241108025424	0.433795438031666	1	places	house	house/house-97.jpg
5.521433456102386	0.43377154995687306	1	places	house	house/house-40.jpg
6.070898020057939	0.43458444392308593	1	places	house	house/house-12.jpg
6.621533468016423	0.4342279430711642	2	objects	car	car/car-111.jpg
7.171426894026808	0.43446521705482155	2	objects	car	car/car-138.jpg
7.722738123033196	0.43352606194093823	2	objects	car	car/car-80.jpg
8.27181206701789	0.4346394679741934	2	objects	car	car/car-48.jpg
8.822674697032198	0.4340930060716346	2	objects	car	car/car-42.jpg
9.372884904034436	0.4342306919861585	2	objects	car	car/car-9.jpg
9.923271721112542	0.43393016897607595	2	objects	car	car/car-58.jpg
10.473685475066304	0.4339978330535814	2	objects	car	car/car-59.jpg
11.023911933065392	0.4339127839775756	2	objects	car	car/car-122.jpg
11.574042255058885	0.4340788620756939	2	objects	car	car/car-95.jpg
12.124411937082186	0.4339626239379868	2	objects	car	car/car-64.jpg
12.674588763038628	0.43404931004624814	2	objects	car	car/car-14.jpg
13.225125652039424	0.43375871994066983	3	faces	adult	adult/adult-32.jpg
13.775265158037655	0.4340666939970106	3	faces	adult	adult/adult-96.jpg
14.325385456089862	0.43405124405398965	3	faces	adult	adult/adult-139.jpg
14.875694484100677	0.4338340279646218	3	faces	adult	adult/adult-46.jpg
15.425979308085516	0.4339292040094733	3	faces	adult	adult/adult-122.jpg
15.97605023405049	0.4343848100397736	3	faces	adult	adult/adult-108.jpg
16.526733647100627	0.4337295190198347	3	faces	adult	adult/adult-125.jpg
17.07688675110694	0.4338419580599293	3	faces	adult	adult/adult-109.jpg
17.626815825002268	0.4341736319474876	3	faces	adult	adult/adult-13.jpg
18.177420465042815	0.433833907940425	3	faces	adult	adult/adult-108.jpg
18.72769742307719	0.4338088179938495	3	faces	adult	adult/adult-21.jpg
19.27718336507678	0.4348244779976085	3	faces	adult	adult/adult-140.jpg
19.828415945055895	0.43359861604403704	4	characters	word	word/word-32.jpg
20.3784932710696	0.43376259598881006	4	characters	word	word/word-7.jpg
20.9287717390107	0.43377062992658466	4	characters	word	word/word-141.jpg
21.479029893060215	0.4338205890962854	4	characters	word	word/word-85.jpg
22.02921667310875	0.4338120579486713	4	characters	word	word/word-10.jpg
22.579543354106136	0.4339116320479661	4	characters	word	word/word-132.jpg
23.13012639002409	0.43346561992075294	4	characters	word	word/word-38.jpg
23.680037890095264	0.43380328395869583	4	characters	word	word/word-118.jpg
24.230541224009357	0.4336392659461126	4	characters	word	word/word-76.jpg
24.78056493611075	0.4337946589803323	4	characters	word	word/word-131.jpg
25.330803585005924	0.43381862703245133	4	characters	word	word/word-113.jpg
25.880844234023243	0.4340702570043504	4	characters	word	word/word-115.jpg
26.431477371021174	0.4336653529899195	5	bodies	body	body/body-50.jpg
26.98164988704957	0.43346559500787407	5	bodies	body	body/body-52.jpg
27.515319237019867	0.4335044480394572	5	bodies	body	body/body-61.jpg
28.048882575007156	0.4337046080036089	5	bodies	body	body/body-36.jpg
28.598901773104444	0.4339614399941638	5	bodies	body	body/body-101.jpg
29.14945281110704	0.43361047201324254	5	bodies	body	body/body-3.jpg
29.699638045043685	0.43377360107842833	5	bodies	body	body/body-55.jpg
30.24989756406285	0.45062268094625324	5	bodies	body	body/body-9.jpg
30.816544884000905	0.434066996909678	5	bodies	body	body/body-70.jpg
31.366926044109277	0.4338561570039019	5	bodies	body	body/body-39.jpg
31.917255542008206	0.4335104100173339	5	bodies	body	body/body-32.jpg
32.46752591209952	0.4334169520298019	5	bodies	body	body/body-125.jpg
33.0179508960573	0.4337189709767699	6	characters	word	word/word-7.jpg
33.568104858044535	0.4337917079683393	6	characters	word	word/word-110.jpg
34.1183386699995	0.4339006240479648	6	characters	word	word/word-54.jpg
34.66854165203404	0.4338347859447822	6	characters	word	word/word-70.jpg
35.21884479303844	0.4338449731003493	6	characters	word	word/word-76.jpg
35.769004337023944	0.4334063900168985	6	characters	word	word/word-70.jpg
36.30248677509371	0.4340212100651115	6	characters	word	word/word-40.jpg
36.85293553303927	0.43382931710220873	6	characters	word	word/word-61.jpg
37.40317398903426	0.43385072401724756	6	characters	word	word/word-88.jpg
37.95343894301914	0.43397199793253094	6	characters	word	word/word-16.jpg
38.503736775019206	0.43364370602648705	6	characters	word	word/word-108.jpg
39.05396464106161	0.43402514699846506	6	characters	word	word/word-126.jpg
39.60456937307026	0.4333312129601836	7	objects	car	car/car-82.jpg
40.154630850069225	0.4337874320335686	7	objects	car	car/car-21.jpg
40.704819406033494	0.4336110479198396	7	objects	car	car/car-69.jpg
41.25439895305317	0.434422789956443	7	objects	car	car/car-47.jpg
41.80541257606819	0.4334371240111068	7	objects	car	car/car-118.jpg
42.35552244808059	0.4338227199623361	7	objects	car	car/car-139.jpg
42.905784568050876	0.43346402095630765	7	objects	car	car/car-39.jpg
43.439313720096834	0.43391840998083353	7	objects	car	car/car-119.jpg
43.98968561203219	0.4338223560480401	7	objects	car	car/car-48.jpg
44.539901928044856	0.43386125506367534	7	objects	car	car/car-97.jpg
45.09013765701093	0.43385084497276694	7	objects	car	car/car-55.jpg
45.64051196502987	0.43375940702389926	7	objects	car	car/car-49.jpg
46.190906961099245	0.4335960280150175	8	places	house	house/house-101.jpg
46.7410980790155	0.4336997400969267	8	places	house	house/house-45.jpg
47.29125176509842	0.4339170280145481	8	places	house	house/house-104.jpg
47.84177753305994	0.43343619199004024	8	places	house	house/house-50.jpg
48.391736997058615	0.4504736439557746	8	places	house	house/house-59.jpg
48.95874071109574	0.4337457100627944	8	places	house	house/house-43.jpg
49.50898235908244	0.4338387419702485	8	places	house	house/house-124.jpg
50.05898330709897	0.4340668759541586	8	places	house	house/house-42.jpg
50.60942192503717	0.43404636008199304	8	places	house	house/house-12.jpg
51.15984346601181	0.43366212805267423	8	places	house	house/house-136.jpg
51.70995633804705	0.4331352829467505	8	places	house	house/house-13.jpg
52.24354308808688	0.433848986052908	8	places	house	house/house-114.jpg
52.793965468066745	0.4499341619666666	9	places	house	house/house-47.jpg
53.36065665411297	0.4339408780215308	9	places	house	house/house-105.jpg
53.910902825999074	0.45011081895790994	9	places	house	house/house-56.jpg
54.47678740310948	0.43502850306686014	9	places	house	house/house-130.jpg
55.028334968024865	0.4326999119948596	9	places	house	house/house-138.jpg
55.56177697901148	0.43365388200618327	9	places	house	house/house-37.jpg
56.09551017708145	0.44967555499169976	9	places	house	house/house-116.jpg
56.64587811101228	0.4336114659672603	9	places	house	house/house-119.jpg
57.19566583901178	0.4340609550708905	9	places	house	house/house-12.jpg
57.74632457701955	0.4333821189356968	9	places	house	house/house-46.jpg
58.29566898802295	0.4346481099491939	9	places	house	house/house-113.jpg
58.84673594601918	0.43358631001319736	9	places	house	house/house-99.jpg
59.3962016380392	0.4346391139551997	10	objects	car	car/car-82.jpg
59.94685088109691	0.4506024179281667	10	objects	car	car/car-2.jpg
60.514015139080584	0.43396385898813605	10	objects	car	car/car-48.jpg
61.06438857410103	0.4334449180169031	10	objects	car	car/car-143.jpg
61.61466920003295	0.4339172359323129	10	objects	car	car/car-7.jpg
62.164965220028535	0.44921666907612234	10	objects	car	car/car-97.jpg
62.71534688200336	0.4336550789885223	10	objects	car	car/car-66.jpg
63.265255628037266	0.4340606010518968	10	objects	car	car/car-110.jpg
63.81569364503957	0.4332058379659429	10	objects	car	car/car-48.jpg
64.34942655602936	0.43273264507297426	10	objects	car	car/car-111.jpg
64.8825645610923	0.434223725926131	10	objects	car	car/car-101.jpg
65.43314504309092	0.43325092701707035	10	objects	car	car/car-61.jpg
65.96700634108856	0.4332572319544852	11	characters	word	word/word-47.jpg
66.50036861503031	0.4338752059265971	11	characters	word	word/word-133.jpg
67.05043679510709	0.4339853400597349	11	characters	word	word/word-144.jpg
67.60052508907393	0.43409214506391436	11	characters	word	word/word-1.jpg
68.15044223109726	0.4344553890405223	11	characters	word	word/word-125.jpg
68.68494679906871	0.43366637802682817	11	characters	word	word/word-52.jpg
69.235078560072	0.43369835906196386	11	characters	word	word/word-1.jpg
69.78529731801245	0.45048017404042184	11	characters	word	word/word-93.jpg
70.35176464403048	0.43418769002892077	11	characters	word	word/word-133.jpg
70.90223399410024	0.43422588997054845	11	characters	word	word/word-8.jpg
71.45268844009843	0.4337732821004465	11	characters	word	word/word-73.jpg
72.00295938400086	0.4338040159782395	11	characters	word	word/word-62.jpg
72.55335967801511	0.43369476590305567	12	places	house	house/house-64.jpg
73.10344778001308	0.433757939026691	12	places	house	house/house-50.jpg
73.65356425009668	0.43397339002694935	12	places	house	house/house-69.jpg
